customerDomain,Product,skuName,Creation date (PST),status,planName,Renewal date (PST),licensedNumberOfSeats,maximumNumberOfSeats,Customer uid,customerId,subscriptionId
dmlecenter.com,Google Workspace,Google Workspace Business Starter,"April 22, 2021",Active,Flexible Plan,-,1,1,SXTsso6u4AitKV,C043t2h2r,2721394220
dnl.org.in,Google Workspace,Google Workspace Business Starter,"November 1, 2021",Suspended,Flexible Plan,-,2,300,SYUNzk0WiAJS0j,C02ybv72k,3265608518
docspace.in,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,2,2,Sb3hHaTA1IcPOz,C04a0l75o,3667534702
dstcuae.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,8,8,S3g7BgWll0W8Fp,C048vx553,3667573090
ductusacademy.com,Google Workspace,Google Workspace Enterprise Standard,"November 16, 2020",Active,Flexible Plan,-,1,1,SaOdZjyiq43Hsu,C01k63xo3,2182343276
dynatools.net,Google Workspace,Google Workspace Business Starter,"February 24, 2022",Active,Flexible Plan,-,2,2,SKJsEtQIEb73k3,C028ith17,3595826168
e-academy.in,Google Workspace,Google Workspace Business Starter,"March 13, 2021",Active,Flexible Plan,-,1,1,SUZprbUww4bJ2W,C0338g7aq,2595228036
e-annam.com,Google Workspace,G Suite Basic,"March 3, 2020",Suspended,Flexible Plan,-,2,2,SPwEfGZjq00Zpc,C022q3qme,1346144929
e-fast.in,Google Workspace,G Suite Basic,"June 20, 2019",Suspended,Flexible Plan,-,7,7,Sj4AgOZg4lAKv0,C01ph1koh,843590498
e-fasttransports.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,4,8,SLSNj1eVvlocnK,C03pesmrj,3667573062
easterntradelinks.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,5,5,SbMKBlhWCNH0kU,C01vcm47b,3667444872
eatapioca.com,Google Workspace,Google Workspace Business Starter,"May 20, 2021",Active,Flexible Plan,-,1,1,SclKq58qtgkS3Y,C014e0ob6,2806523539
eclatkerala.in,Google Workspace,Google Workspace Business Standard,"August 20, 2021",Suspended,Flexible Plan,-,1,1,SZz8AP0iBhnpkP,C00m27yfy,3055874762
ecoglobalindia.com,Google Workspace,Google Workspace Business Starter,"July 19, 2021",Active,Flexible Plan,-,1,1,SPsq2IEuFUrdKG,C02j13x1a,2971837658
ecoupe.in,-,-,-,-,-,-,0,0,SDx5yfKIIpxPMc,-,-
edengardenbh.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,6,6,SHgwUGRnVWgyhU,C03mxx0an,3667592728
edleem.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,1,1,SCjSw0RRVl5l1l,C03ttxjjv,3667983191
edleem.education,Google Workspace,Google Workspace Business Starter,"May 20, 2021",Active,Flexible Plan,-,14,14,SnsNBTqjhkVUHq,C03p78z7w,2803604925
edumpus.com,Google Workspace,Google Workspace Business Starter,"March 25, 2022",Active,Flexible Plan,-,119,119,SUgYtf0MDtyr6C,C036zhhpi,3683244734
ehss-mail.com,Google Workspace,G Suite Basic,"January 30, 2019",Suspended,Flexible Plan,-,3,3,SyFAw5HgdoLVxr,C02jfcn0n,576012497
elanceacca.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,3,3,SBT6CnnloB0dtw,C02zbz10j,3667757189
elancelearning.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,12,12,Se5lAGsvgMEmid,C00lqgi4v,3667454373
elementary.ae,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,8,10,Stb408pngHnyT1,C019pwb17,3667503225
elhosari.me,Google Workspace,Google Workspace Business Starter,"March 24, 2022",Active,Flexible Plan,-,2,2,SwHd74zMHatDCs,C02ar5awa,3677492477
elitech.net.in,Google Workspace,Google Workspace Business Starter,"November 1, 2021",Active,Flexible Plan,-,29,29,SUIr05Cedmu5K6,C02f2uvfl,3258899854
emailb2bleads.com,Google Workspace,Google Workspace Business Starter,"December 22, 2021",Active,Flexible Plan,-,1,300,STtACh6toAD8ar,C0442vvio,3412086813
emailscontacts.com,Google Workspace,Google Workspace Business Starter,"December 22, 2021",Active,Flexible Plan,-,1,300,SvHDKZuH25Yfu7,C04dn6fs7,3412571011
emtees.online,Google Workspace,Google Workspace Business Standard,"January 31, 2022",Active,Flexible Plan,-,2,2,SbFb0L9Fgb92NN,C00t4q5rl,3522121983
emteesacademy.com,Google Workspace,Google Workspace Business Starter,"January 2, 2022",Active,Flexible Plan,-,2,300,SloVhJ6DsBAkmO,C02bpe3ow,3437407861
endurancehygiene.com,Google Workspace,Google Workspace Business Starter,"November 5, 2021",Active,Flexible Plan,-,3,4,SHsEWmyVn7lmuh,C024efd99,3278285202
enercraft.in,Google Workspace,Google Workspace Business Starter,"January 19, 2022",Active,Flexible Plan,-,1,300,Sh6agghAya4YCW,C02xfohcy,3486322424
enhancellp.com,Google Workspace,Google Workspace Business Starter,"August 3, 2021",Active,Flexible Plan,-,2,2,SqvdTxeeF1WIWG,C03a799wm,3009708997
envorein.com,Google Workspace,Google Workspace Business Starter,"September 28, 2021",Active,Flexible Plan,-,2,2,SGkbOWBaTZeXqC,C01uap2rv,3170506359
ephoneoman.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,8,8,SPzUntPW2ZOS9N,C02t2b2rd,3667820549
epicproductions.me,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,2,2,SMqra2ZLXvVurC,C01m82117,3667478309
equchef-me.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,16,16,SdTeEvsE7TBq0b,C02fiykbs,3667482371
equchef.com,Google Workspace,G Suite Basic,"December 18, 2019",Suspended,Flexible Plan,-,1,1,Sd2KNv86lPyZO7,C04kfrp03,1191008174
errando.in,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,10,10,SZ8JDYc5HJq6Dx,C01z00l1l,3667512348
esaki.ngo.org,Google Workspace,Google Workspace Business Standard,"April 30, 2021",Suspended,Trial Plan,-,1,1,SbSgWfNcKTzhra,C02dpt3pw,2747622692
etplatform.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,6,6,Se05F5ue1EAdAV,C00uu0p0j,3667410440
eurostudys.com,Google Workspace,Google Workspace Business Starter,"October 2, 2021",Active,Flexible Plan,-,2,300,SzRaGfgH7iFdp2,C02cybc3u,3181379381
eurowaystudies.com,Google Workspace,Google Workspace Business Starter,"March 28, 2022",Active,Flexible Plan,-,17,17,SCKHw2RQM231z8,C048g2lc2,3688303431
evelabs.co,Google Workspace,Google Workspace Business Starter,"May 26, 2021",Active,Flexible Plan,-,10,10,SibR024Lck8Hbi,C02qxu3du,2820517110
evergreenpacks.com,Google Workspace,Google Workspace Business Starter,"March 12, 2021",Active,Flexible Plan,-,1,1,SoTFoxJTlD6OBY,C02xztxkz,2591714675
expodine.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,2,2,ShUkdUN7eXKnxo,C02g72acv,3667352492
faizainternationaltravels.com,-,-,-,-,-,-,0,0,SNkmdt9K8szZGH,C02j4fo4u,-
farmhelp.in,-,-,-,-,-,-,0,0,SRZImAD9RwHsJr,C02zdaeby,-
fbmarry.com,-,-,-,-,-,-,0,0,SttvXJkkzf5eR4,-,-
feedbacq.co,-,-,-,-,-,-,0,0,S6WJeHF51Pe54E,C00ik0vpj,-
ferguae.org,-,-,-,-,-,-,0,0,S0rl4eTVz4jXtH,C03vrcw5n,-
fivestarprinters.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,19,300,SWXXOPBZiOBzXm,C04l71h43,3667459404
flindia.co.in,-,-,-,-,-,-,0,0,Svk1xYXWI7peNq,C01xs3x0u,-
flycatchtech.com,Google Workspace,Google Workspace Business Starter,"May 8, 2021",Active,Flexible Plan,-,23,26,SJdnIwjXqCLvPQ,C026cfsp3,2768340416
flyingloop.com,-,-,-,-,-,-,0,0,SbXjeHs3ci0uYZ,C03s01icj,-
flyzoomtravels.com,Google Workspace,Google Workspace Business Starter,"April 4, 2021",Active,Flexible Plan,-,1,1,SXn1qXb6rZwvu9,C00o2w5qu,2669947650
followupster.com,-,-,-,-,-,-,0,0,S2jMpRebKZ1s0u,-,-
fortowl.com,-,-,-,-,-,-,0,0,SoEtBEO5vhuEbC,C01i6uxmx,-
franchisemedia.in,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,3,3,SszMRLFDt3FPfq,C01xpoqk1,3667467499
freeejob.com,Google Workspace,Google Workspace Business Starter,"November 30, 2021",Active,Flexible Plan,-,1,300,S5A3w9Cz4Nmtym,C00knn0go,3350598268
fruition.in.net,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,5,5,SaGvWl6va293g7,C04ckkrsn,3666240408
funchershop.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,1,1,StMRckxR2oBPSZ,C03xp1kav,3667047829
gctchem.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,4,4,SEcqwyjYGoOs3m,C029cv8td,3667608336
gelectricme.com,Google Workspace,Google Workspace Business Starter,"March 23, 2022",Active,Flexible Plan,-,6,6,SP1aXj9N7JZJtt,C03i402va,3674365810
genesisfacility.in,-,-,-,-,-,-,0,0,S8D7zvvQTUaP77,C01x2ldo1,-
geotechnosoft.com,Google Workspace,Google Workspace Business Starter,"October 17, 2021",Active,Flexible Plan,-,19,23,Ss4y6AGT16wQ6r,C02zbq12j,3224397648
ggmeds.in,Google Workspace,Google Workspace Business Starter,"January 7, 2022",Active,Flexible Plan,-,2,300,SOmrLRb0tSTt83,C00hpipmr,3450539784
glowship.com,Google Workspace,Google Workspace Business Starter,"March 23, 2022",Active,Flexible Plan,-,16,16,SP8kOIZlwsR1P3,C02coevjj,3677912851
godspeedimmigration.com,Google Workspace,Google Workspace Business Starter,"March 17, 2022",Active,Flexible Plan,-,24,30,SPULXfGfahQ1sw,C02huuubx,3657498750
granarystays.com,Google Workspace,Google Workspace Business Starter,"November 23, 2021",Active,Flexible Plan,-,1,300,SOW23QEvLSNYHk,C01otqfik,3331424119
grandhyper.com,Google Workspace,Google Workspace Business Starter,"April 27, 2021",Active,Flexible Plan,-,390,391,SW3psSB7QorH38,C0174uw35,2738217821
grandhyper.in,Google Workspace,Google Workspace Business Starter,"October 30, 2021",Active,Flexible Plan,-,16,16,SrBcF15fyy3YBH,C02f5b4kb,3261867843
gransainteriors.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,4,4,SCrhz8XYBJA87i,C0195vwih,3667523168
grapestechs.com,Google Workspace,Google Workspace Business Starter,"September 22, 2021",Active,Flexible Plan,-,8,10,SMGyGdxSukRcD3,C0163u78i,3150414318
grazevalley.com,Google Workspace,Google Workspace Business Starter,"July 26, 2021",Active,Flexible Plan,-,1,300,SvqIbp7f1nK2tQ,C02lh9s12,2989560853
greeniitc.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,13,13,SrP5rV9H05TtqC,C01tthpuh,3667734235
greenspace.org.in,Google Workspace,Google Workspace Business Starter,"November 24, 2021",Suspended,Trial Plan,-,1,300,SQ79bJwjZygeIK,C048g3iwc,3332190859
greenwoodenpallet.com,Google Workspace,Google Workspace Business Starter,"March 18, 2022",Active,Flexible Plan,-,1,1,SR4qReQaJHYDUq,C04dx7475,3662896988
groceroo.ae,Google Workspace,Google Workspace Business Starter,"March 19, 2022",Active,Flexible Plan,-,1,1,SVQSlR4mLZaNbQ,C0375go9k,3663471674
growthassociates.xyz,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,7,7,Sgi7VvHWKNhlB0,C03ryi685,3667607299
happykid.in,Cloud Identity,Cloud Identity Free,"August 12, 2021",Active,Free Plan,-,0,0,SxzuTgYCQ0a4dd,C01256bhw,3034436665
happykid.in,Google Workspace,Google Workspace Business Starter,"January 19, 2021",Active,Flexible Plan,-,48,48,SxzuTgYCQ0a4dd,C01256bhw,2389223708
harrisjewels.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,4,4,S0kO3zTeHA8YjF,C018tp6ql,3667470751
hawaiidmedia.com,-,-,-,-,-,-,0,0,S1kZfqdi2Iu803,C02ng095p,-
hazelgreen.in,Google Workspace,Google Workspace Business Starter,"September 23, 2021",Active,Flexible Plan,-,1,1,SrZohtldbDNKAm,C028gl9l4,3155910128
health-plus.ae,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,20,20,SKrxsYxAptfndU,C02z1mj6h,3667758695
hellolab.com,Google Workspace,G Suite Basic,"June 18, 2020",Suspended,Flexible Plan,-,1,1,Su5D9EZb4lm92N,C02gubyyt,1698550131
hellolabww.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,2,3,SBRcHy52rzSBLC,C01q0k5s6,3667283703
hidile.com,Google Workspace,Google Workspace Business Starter,"March 26, 2022",Active,Flexible Plan,-,1,1,SwKVJLOCTZhMMe,C00qr7l5x,3683625839
hilitemall.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,37,37,SUXpRrkEwhlZu2,C00xdek31,3667535939
hirestaar.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,5,14,SPdTdXpArVL7Cc,C03bj1beh,3667892938
hirestarjobbank.com,Google Workspace,Google Workspace Business Starter,"August 22, 2021",Active,Flexible Plan,-,19,19,S3FK8sQ9Nzf35c,C027a68d7,3057660372
hogartechnologies.com,Google Workspace,Google Workspace Business Starter,"April 13, 2021",Suspended,Flexible Plan,-,1,1,SOXWVOgfhlpDm1,C02phpd8x,2693761191
homespheregroup.com,Google Workspace,Google Workspace Business Starter,"March 10, 2021",Active,Flexible Plan,-,10,10,SjlfIxsfnVNDC8,C04ire8nj,2582737239
honeykode.com,Google Workspace,Google Workspace Business Starter,"October 11, 2021",Active,Flexible Plan,-,34,300,SkXT0zU1lnGiLq,C03191avx,3205276586
hosepoint.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,2,2,SrOGhUOTzhQgWg,C03xv3n89,3667846482
hotboxkitchen.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,1,1,Su7jkSyFz5sisk,C01x4us3y,3667395470
hotelroiki.com,Google Workspace,Google Workspace Business Starter,"September 24, 2021",Active,Flexible Plan,-,3,300,SHkPwyQ7Hs09Dk,C01f6atoa,3156095990
hotiffin.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,5,5,SGYyeRiL9RMwfs,C01t2mj4n,3667412534
hozzowash.com,Google Workspace,Google Workspace Business Starter,"June 16, 2021",Active,Flexible Plan,-,8,8,SgL7iIzAyyrmkJ,C02ffurze,2879706941
hsjbglobal.com,Google Workspace,Google Workspace Business Starter,"August 23, 2021",Active,Flexible Plan,-,20,20,S6WHXKnL633e2l,C039udccy,3060995235
htimkc.com,Google Workspace,Google Workspace Business Starter,"December 30, 2021",Active,Flexible Plan,-,2,300,SqDfJf5NYkipWS,C0173hcmd,3430114623
huntsel.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,1,1,S348qD81q7G6R8,C02n0ch4k,3667369159
hvcube.com,Google Workspace,Google Workspace Business Starter,"February 3, 2022",Active,Flexible Plan,-,5,300,SMna6aAknrT4w0,C00vebs0y,3533771721
hyvesports.com,Google Workspace,G Suite Basic,"November 17, 2019",Active,Annual Plan (Yearly Payment),"November 17, 2022",10,15,Sqh0UNz7w2ui44,C02opn3y4,1135351784
ibirdmedia.in,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,13,27,SRXvOG9PfakaVi,C00tqsrsu,3667331494
ictkerala.org,Google Workspace,Google Workspace Business Starter,"May 17, 2021",Active,Flexible Plan,-,59,59,SuzrcQg63KuuQe,C03o3qez1,2796060910
ideacorp.info,Google Workspace,Google Workspace Business Starter,"March 9, 2021",Active,Flexible Plan,-,5,5,Sv50bw9fJXxMVa,C00lb0bow,2578830147
idealwears.in,Google Workspace,Google Workspace Business Starter,"March 22, 2022",Active,Flexible Plan,-,1,1,SjmXpQwktLoeaA,C01dnmkx4,3670988825
idealwears.in,Cloud Identity,Cloud Identity Free,"March 22, 2022",Active,Free Plan,-,0,0,SjmXpQwktLoeaA,C01dnmkx4,3670020406
iginp.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,1,1,SGDMpJYMIvBBa7,C02yosqbd,3667809800
igloopupa.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,4,4,SicdoF8aCbBK3h,C02hhdg2p,3666810668
ihgind.com,Google Workspace,Google Workspace Business Starter,"March 9, 2022",Active,Flexible Plan,-,34,300,SZjR7QKlv6XpF1,C01r9obsk,3631016133
imageinadsco.com,-,-,-,-,-,-,0,0,SzwroIur8Ppd1g,C025yuu10,-
inkeredu.com,-,-,-,-,-,-,0,0,SVoj3YpyuwcBsK,C03fotouw,-
inmakes.in,Google Workspace,Google Workspace Business Starter,"July 26, 2021",Active,Flexible Plan,-,35,35,SVFzWzvRQs3h1Q,C027wbbde,2988673949
innovativemoderndesign.com,-,-,-,-,-,-,0,0,SLHKcrG32wOgKW,-,-
innovushealthcare.com,Google Workspace,Google Workspace Business Starter,"October 6, 2021",Active,Flexible Plan,-,6,300,S04fpIlwFP8jk5,C01umneg5,3191736386
insidetrackservices.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,2,2,SdJHd8Igk6N40A,C01anquum,3667473338
insightinternational.in,Google Workspace,Google Workspace Business Starter,"September 26, 2021",Active,Flexible Plan,-,31,32,ShiX5YMSM7gEPA,C03vu7e7r,3163184052
inspiredholding.com,Google Workspace,Google Workspace Business Starter,"March 9, 2022",Active,Flexible Plan,-,11,300,SM7PPaE1pcNp5U,C032pvztu,3632221513
instafab.in,Google Workspace,Google Workspace Business Starter,"July 5, 2021",Active,Flexible Plan,-,1,1,Sl7Wug6tpaaBGF,C03l0hma5,2937303321
interfacepos.com,Google Workspace,Google Workspace Business Starter,"September 24, 2021",Active,Flexible Plan,-,2,2,Sopa0s7XZOtYH9,C00o6990i,3156147317
interioin.com,Google Workspace,Google Workspace Business Starter,"October 11, 2021",Active,Flexible Plan,-,4,4,SMvvHMmvYDOgvh,C01vqao1p,3204896298
internship.ind.in,Google Workspace,G Suite Basic,"January 27, 2021",Suspended,Flexible Plan,-,1,1,Ss9sFt8rUyxhh8,C0200c7wr,2420999974
invospark.in,-,-,-,-,-,-,0,0,SA7cSEIBgyucHw,C03w4jqxm,-
invothink.com,Google Workspace,Google Workspace Business Starter,"March 3, 2021",Active,Flexible Plan,-,4,4,ST6XmpeZqZ1XnW,C03d99pxj,2555516616
iorta.in,Google Workspace,Google Workspace Business Starter,"November 30, 2021",Active,Flexible Plan,-,180,300,SPftTcA12Tcf3A,C01v4z6h2,3350852847
iorta.in,Google Drive storage,20 GB,"November 30, 2021",Active,Flexible Plan,-,1,1,SPftTcA12Tcf3A,C01v4z6h2,3351077539
ioss.in,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,12,12,SSHfW4qGQCxcKt,C03az4lqa,3667843835
iptif.tech,Google Workspace,Google Workspace Business Starter,"July 1, 2021",Active,Flexible Plan,-,19,20,S2KJ2A4xGx7sgj,C01ohgqgu,2928454629
iqraahospital.in,Google Workspace,Google Workspace Business Starter,"May 3, 2021",Active,Flexible Plan,-,94,94,SoWxbl3gY8PgCh,C015dtuhd,2752533114
irinjalakudalive.com,Google Workspace,Google Workspace Business Starter,"July 10, 2021",Active,Flexible Plan,-,1,1,SIiGpOytloAlQR,C02thoi0k,2949622450
isik.in,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,1,1,Sf2AFaXBiDSUKJ,C013lewzz,3667851095
itmarts.ac.in,Google Workspace,Google Workspace Business Plus,"September 10, 2021",Suspended,Flexible Plan,-,1,1,SEsVWMMktPvkNk,C01cjibtp,3115334162
itmmba.ac.in,Google Workspace,Google Workspace Business Plus,"March 25, 2022",Active,Flexible Plan,-,1,1,S0MIoGKR4DEYJU,C02lspu8s,3683626378
jagarabia.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,5,5,SBPNDOoJ2B4H54,C03ucnib6,3668069551
jaihindconstructions.com,Google Workspace,Google Workspace Business Starter,"January 4, 2022",Suspended,Flexible Plan,-,3,300,SgGGCkRTuqlnmG,C049ziaud,3443008144
jaldee.com,Google Workspace,Google Workspace Business Starter,"March 23, 2022",Active,Flexible Plan,-,30,32,SSKBXALcRCT2SA,C010oz4cn,3677405681
jannatalarab.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,4,4,SEuHUuwKNLdOBO,C03i7vevv,3666608786
jbgrp.com,Google Workspace,G Suite Basic,"February 23, 2019",Suspended,Flexible Plan,-,1,50000,SxHoyWkNxFLt0O,C03m679xa,620954771
jewelhotelbahrain.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,20,20,SsNITMub34y3iq,C036yoi88,3665582519
jobbiz.net,Google Workspace,G Suite Basic,"January 30, 2021",Suspended,Flexible Plan,-,1,1,Svn9EyIuoK992c,C03oarcxe,2431589788
johnandsmithglobal.com,Google Workspace,G Suite Basic,"November 10, 2020",Suspended,Flexible Plan,-,6,6,SCTnGeDQMh53Z4,C02jxxx6f,2161213378
joint-stores.com,Google Workspace,Google Workspace Business Starter,"June 22, 2021",Active,Flexible Plan,-,2,300,SE2KwhQv0dQqXe,C00rco7cn,2899325830
jpjacobsinternationaluniversity.com,Google Workspace,Google Workspace Business Starter,"February 10, 2022",Active,Flexible Plan,-,1,1,ScFFB8xyHvr6AC,C028uxmvf,3556080065
kailpar.com,-,-,-,-,-,-,0,0,Sfq0krNdMcz0h9,-,-
kalathilenterprise.com,Google Workspace,Google Workspace Business Starter,"June 15, 2021",Active,Flexible Plan,-,6,300,SvdqwSUdal58Gs,C04l8mfji,2875436876
kalkifashion.com,Cloud Identity,Cloud Identity Free,"April 1, 2019",Active,Free Plan,-,0,0,SSzli7BJI3Jujz,C02sdova5,696046691
kalkifashion.com,Google Workspace,Google Workspace Business Starter,"March 20, 2022",Active,Flexible Plan,-,219,300,SSzli7BJI3Jujz,C02sdova5,3667227039
kalyandevelopers.com,Google Workspace,Google Workspace Business Standard,"March 30, 2022",Active,36 months Fixed Term Plan (Monthly Payment),"March 30, 2025",10,10,S9yATwfMBRcaqC,C04hydn9i,3694657086
kalyandevelopers.com,Google Workspace,Google Workspace Business Starter,"July 14, 2021",Active,Flexible Plan,-,44,54,S9yATwfMBRcaqC,C04hydn9i,2959375354
kalyansarees.co.in,Google Workspace,Google Workspace Business Starter,"September 3, 2021",Active,Flexible Plan,-,11,12,SlzEpLTxLRcAuT,C038z0j12,3093423448
kanadikavu.com,Google Workspace,Google Workspace Business Starter,"March 21, 2022",Active,Flexible Plan,-,1,1,S3GR9Nov2TWw9k,C040rs471,3667990844
kankatala.com,Google Workspace,Google Workspace Business Starter,"November 8, 2021",Active,36 months Fixed Term Plan (Monthly Payment),"November 17, 2024",60,60,S40eQwnqPytjSR,C01213sij,3287253019
karlan.in,Google Workspace,Google Workspace Business Starter,"April 6, 2022",Active,Flexible Plan,-,13,300,SRNkMbHIYMyyO2,C01ciz9wx,3717029142
karlzkitchen.com,-,-,-,-,-,-,0,0,SlIyreE0yBfOMd,C01r00gj6,-
karnizpacks.com,Google Workspace,Google Workspace Business Starter,"August 2, 2021",Active,Flexible Plan,-,10,10,SoMrTl9ctmYr6O,C02tpzssv,3009704447
